0.0005935738 0.0037316754 -0.0005031097 -2.3996534252 -1.8984772920 -3.8219025938 0.0000001000
-0.0001134077 -0.0000223997 0.0001931942 -1.6993385407 -2.0580401725 9.1000031645 0.0000001000
0.0006539311 0.0002550713 -0.0010672627 -14.3058020950 -0.2611473180 1.5064131008 0.0000001000
0.0006805402 -0.0028679412 0.0001132876 5.5114065394 1.5113024202 5.6352845563 0.0000001000
-0.0009159673 0.0001556348 0.0006779526 9.7595640072 -3.1725637835 -7.9770361234 0.0000001000
0.0018337996 0.0013903817 -0.0041122091 7.7893955632 0.6183906119 -2.7089358240 0.0000001000
0.0003594894 0.0001958826 -0.0032573681 -6.1162178858 3.7290565803 4.3462264740 0.0000001000
-0.0013173170 -0.0021529289 -0.0009588145 3.9768859759 -1.4390496449 1.1700914321 0.0000001000
0.0010973399 -0.0029235995 0.0039525110 -5.1925742252 -1.3481733096 -1.5011977149 0.0000001000
-0.0007644202 0.0002349229 -0.0010143994 -1.5230458379 5.7016965018 4.2221816204 0.0000001000
0.0001706600 0.0004820276 0.0002587372 -5.2173235524 4.1490888600 -1.2987717401 0.0000001000
-0.0004654745 0.0008524252 -0.0009507830 1.9614127433 -7.3494001310 -5.6379912038 0.0000001000
0.0008600646 0.0004639242 -0.0000799405 -5.1975461894 -4.6970252833 -6.0906499760 0.0000001000
-0.0003609244 -0.0018967701 0.0004116081 8.2015938693 4.2095283370 -1.7942961852 0.0000001000
0.0002341675 -0.0010218312 0.0029310469 -3.3619578047 -4.4713302374 -7.9745169416 0.0000001000
0.0000023929 -0.0003009532 -0.0000132751 -0.3248276034 -8.1410085714 5.9649848471 0.0000001000
0.0012351916 0.0019512267 0.0005444005 5.5855438984 -1.4585540611 2.0752987405 0.0000001000
0.0006418171 0.0045441913 -0.0042789511 -1.8935656674 -5.3764757879 0.4688031189 0.0000001000
0.0045652273 0.0027717263 0.0023677252 -2.2747078600 3.9080898393 -4.1674807310 0.0000001000
0.0004239616 0.0007504716 -0.0000753846 5.0422311969 -6.2556162237 11.7102484062 0.0000001000
-0.0004240614 -0.0004495234 -0.0015681003 2.7527131676 1.9798180231 6.4090819596 0.0000001000
0.0000949512 0.0019315479 0.0017676383 2.9629955498 -5.8941082808 7.5386144225 0.0000001000
-0.0032581636 -0.0000719461 -0.0004950300 3.9747695744 7.2049892157 3.3184204016 0.0000001000
-0.0005622693 0.0006089190 0.0002745802 -6.5495542923 2.6414208743 6.6993844333 0.0000001000
-0.0017248952 -0.0043210645 -0.0054222989 -4.5461611160 4.7949305471 4.0421990428 0.0000001000
0.0034244055 -0.0077098249 0.0013398439 2.9333549691 0.0906623099 2.1493586120 0.0000001000
0.0009453942 -0.0000913108 -0.0004921138 2.7793093018 3.3053742655 -8.6990789673 0.0000001000
-0.0003312517 -0.0006015841 -0.0000850043 -8.2502213374 -7.2648669406 -5.7042729289 0.0000001000
-0.0024841568 -0.0000581265 0.0000706750 5.5885194958 -5.5864073490 -3.7177115593 0.0000001000
-0.0005884573 -0.0004220572 -0.0001885978 -2.8774734590 3.4833777530 -9.2208714173 0.0000001000
-0.0008897696 0.0012396630 -0.0037148240 -6.1529819015 -3.2927876394 1.4605386952 0.0000001000
-0.0011501998 0.0003127110 -0.0001260299 -12.8707395108 11.3512308935 2.0424370779 0.0000001000
0.0011787289 0.0011325380 -0.0018470939 -5.7116301157 -7.4720647788 2.4103958230 0.0000001000
-0.0072038244 0.0038524758 -0.0025064582 -4.1816333524 -1.6480597365 -2.0309725378 0.0000001000
-0.0011825549 0.0002575543 0.0008810314 2.0402099247 -0.4560887222 10.2911499232 0.0000001000
0.0015897067 0.0011526791 -0.0035633508 -7.0970246302 7.3267082839 2.6272607748 0.0000001000
-0.0008750585 0.0010870341 0.0010104937 -8.5578973855 1.5995140107 2.3344025030 0.0000001000
0.0001491675 -0.0010541232 -0.0007852233 -0.0855414305 -5.7896314064 9.6766603751 0.0000001000
-0.0002753383 -0.0002185527 0.0001393380 -3.1611594542 6.1471609270 12.5879855575 0.0000001000
0.0001511323 -0.0005271234 0.0005075347 -2.4687852979 10.9555789408 2.4810048576 0.0000001000
-0.0000581331 -0.0004855018 -0.0000564763 -10.7651606921 5.2201317975 -6.2880680148 0.0000001000
0.0006284790 0.0003949961 -0.0001370905 7.7083703260 1.0855193045 -3.5152126096 0.0000001000
-0.0002590482 -0.0004671262 0.0005810522 0.3955397828 8.4544660122 3.4445686346 0.0000001000
-0.0026681432 0.0017307708 0.0088257262 -0.0972581594 -0.1302795675 -0.9014175121 0.0000001000
-0.0006048190 -0.0020242090 -0.0008187282 -4.6375348669 -0.7093301233 2.5074598124 0.0000001000
-0.0034488120 -0.0008136615 0.0005907677 7.9527074979 2.3638333130 -2.4345982252 0.0000001000
0.0000803635 -0.0002044131 0.0014247580 -0.1772407320 -6.0018514918 0.0673786697 0.0000001000
0.0006221820 0.0013052419 -0.0004881317 1.2079707005 8.6822913841 -0.3916286624 0.0000001000
0.0003442766 -0.0011853648 0.0006835540 5.9097455421 1.5438390479 -1.5616993367 0.0000001000
-0.0019133781 0.0004264129 -0.0083529874 -0.3034691601 -0.6945203409 -4.9841822286 0.0000001000
-0.0006905914 0.0043072921 0.0026188693 4.8157628232 2.6446402801 -0.5933450013 0.0000001000
-0.0009749839 0.0027452876 -0.0013922217 4.3129267040 1.1559244994 6.2741843433 0.0000001000
0.0026285725 -0.0004065155 0.0012033085 2.6326663338 -2.4150047176 3.5721736585 0.0000001000
0.0017711178 0.0032843955 -0.0039943070 4.1866318764 1.1107254342 -5.2042169478 0.0000001000
-0.0017624163 -0.0000068647 0.0034670331 -5.3296625072 -2.4755629401 9.0112169288 0.0000001000
-0.0005116421 -0.0005071311 -0.0001693560 -1.6966153901 -1.7498881113 3.7927488563 0.0000001000
-0.0016374713 0.0009255425 0.0009732366 -7.0029613797 -6.9059498651 8.8204417993 0.0000001000
0.0028333782 -0.0012314010 0.0058757066 0.6290285756 -1.3985760280 -6.0658650638 0.0000001000
-0.0003378917 -0.0035107420 0.0007317978 -4.0668078354 -4.0004016918 -4.1018223870 0.0000001000
0.0044495771 0.0023437070 0.0060104765 5.1359913307 -1.7992454575 -3.1157365649 0.0000001000
0.0011456822 -0.0011707427 -0.0012883345 3.8857863322 1.2828175665 10.5700070675 0.0000001000
0.0045082135 0.0005000349 -0.0041124352 6.7738428303 -1.2604247102 -0.3992783936 0.0000001000
0.0002024719 -0.0002681188 -0.0005866447 1.4584932057 -13.2950730558 6.8322502267 0.0000001000
0.0002611595 0.0007355445 0.0001022171 0.3671819361 -1.4958149767 9.8039845874 0.0000001000
-0.0006214511 -0.0002401738 -0.0006129010 -4.5268011025 -3.2722009768 1.9679469638 0.0000001000
-0.0009870804 0.0006980680 0.0004593814 2.2468652214 -11.3845284716 -6.8171668527 0.0000001000
-0.0005810118 -0.0004093745 -0.0000758756 -3.2484917355 2.2304227863 1.2151437739 0.0000001000
0.0000378260 -0.0000718091 -0.0006023359 -1.2567633291 1.1509451861 -5.4040561810 0.0000001000
0.0011731935 -0.0004901930 0.0007800513 4.0836988212 -9.4941383735 9.3262123869 0.0000001000
-0.0043756310 0.0018525644 0.0025258374 4.0393011908 -4.4309656961 0.9269239218 0.0000001000
-0.0007664171 0.0010437014 0.0001028656 5.2579181066 -0.4745018669 -7.8841483364 0.0000001000
-0.0023479220 -0.0031107894 0.0002184263 0.7007030956 2.6024748312 -2.7284118754 0.0000001000
0.0001457454 -0.0035017959 0.0049378026 -6.7362038893 1.5333644397 4.7046176401 0.0000001000
-0.0004620338 0.0002151532 0.0004637382 -0.2815900937 -2.1146443406 -7.9887290002 0.0000001000
0.0034422768 0.0040307296 0.0013867590 3.6611681177 0.5256611520 -2.3699989199 0.0000001000
-0.0080204779 -0.0014077809 -0.0074375544 -2.2536203006 -3.1656566947 1.3008942014 0.0000001000
0.0007241275 0.0000481102 0.0010386946 12.4294297566 -4.9236459244 3.7953263149 0.0000001000
-0.0003408918 -0.0019933774 -0.0023630207 1.9599558235 1.8804500376 10.6613943562 0.0000001000
0.0031421846 0.0006095154 -0.0022361870 -4.5087906092 -8.0189533802 2.6650077601 0.0000001000
-0.0003684016 0.0086271799 0.0028997350 -1.4471180148 0.9177557709 1.5350505987 0.0000001000
-0.0018934392 0.0048465362 0.0058566046 1.8743834496 -0.7382896907 0.9635632613 0.0000001000
